dose,response
6.471288545276687,33.60208386718684
2.845955320941492,16.792642763325077
3.857914424467108,19.226771097557645
4.616952862997659,20.79703177457844
1.6804837890654456,15.234954273704439
7.682329884725208,30.141672002341803
1.2934022201868423,13.293200056487763
8.714219741262994,35.76848522749464
0.8058130120013862,7.2187927765278435
8.833838264415125,33.66994186252707
8.192798378357413,32.6034580638562
4.152965172116986,17.944907946103154
3.587711653316248,26.482857935278567
1.5092090579110895,7.080883203103898
1.7621772849037032,14.735309112753667
4.849627303413566,25.02127460059299
5.891235037322557,24.699101906920077
4.189465011253279,20.834805150515677
3.692535728947254,10.18363490233706
6.904936571359778,23.256192073715845
5.154914330707784,18.44667274412098
0.539928932237902,7.304442347696005
8.995330100579523,34.01389370048472
7.978731211965661,21.941180808815467
3.9237890689126864,18.30355496321284
6.34289565685709,26.966184347009367
0.6224782161868758,14.05209769803307
1.623031877720974,15.181647063872674
3.400536522323434,18.58307487721732
1.5126493227942794,13.80965034769202
1.014643680225965,11.941335222248847
8.743323773738197,32.54552288563008
6.140689877884787,27.166848732128212
3.4738954605370154,21.135784811634924
3.6416343952828245,24.677309230552076
9.93102721704714,40.25168392065797
4.659894591599337,19.963317262868372
1.0218761674816845,12.726571236962316
3.426358382430018,17.870023007676654
1.614386105264315,21.519523484603326
